epoch,loss,mae,rmse,val_loss,val_mae,val_rmse,learning_rate
1,3269.691650390625,31.187400817871094,57.18118667602539,472.33026123046875,10.044266700744629,21.733060836791992,0.0010000000474974513
2,545.7788696289062,14.64472484588623,23.361804962158203,349.9358825683594,9.196664810180664,18.70644187927246,0.0010000000474974513
3,494.3629150390625,13.754417419433594,22.23415756225586,323.1221618652344,9.024679183959961,17.975452423095703,0.0010000000474974513
4,472.9957580566406,13.363996505737305,21.74833869934082,316.7964782714844,9.129862785339355,17.79862403869629,0.0010000000474974513
5,457.6601257324219,13.102575302124023,21.392858505249023,319.69891357421875,9.63309383392334,17.87996482849121,0.0010000000474974513
6,449.9916687011719,12.98172664642334,21.212865829467773,290.4314270019531,8.871087074279785,17.041872024536133,0.0010000000474974513
7,441.7287292480469,12.846053123474121,21.017196655273438,282.6366882324219,8.762401580810547,16.811614990234375,0.0010000000474974513
8,430.1885681152344,12.734939575195312,20.740829467773438,271.5951232910156,8.572237014770508,16.479944229125977,0.0010000000474974513
9,427.18853759765625,12.641033172607422,20.66837501525879,275.71893310546875,8.658427238464355,16.60457992553711,0.0010000000474974513
10,425.29583740234375,12.602516174316406,20.622533798217773,267.532958984375,8.453882217407227,16.35621452331543,0.0010000000474974513
11,422.2804260253906,12.550344467163086,20.549287796020508,275.92694091796875,8.573698997497559,16.61082649230957,0.0010000000474974513
12,416.3426208496094,12.457703590393066,20.404294967651367,268.2286376953125,8.854206085205078,16.377450942993164,0.0010000000474974513
13,415.4634094238281,12.448626518249512,20.382726669311523,269.49835205078125,8.582594871520996,16.416162490844727,0.0010000000474974513
14,406.2519836425781,12.281786918640137,20.155498504638672,272.115234375,8.705734252929688,16.495670318603516,0.0005000000237487257
15,404.66400146484375,12.253595352172852,20.116064071655273,266.6416320800781,8.539095878601074,16.328914642333984,0.0005000000237487257
16,403.5833740234375,12.226461410522461,20.089176177978516,262.4649963378906,8.572538375854492,16.20051383972168,0.0005000000237487257
17,400.6108703613281,12.193615913391113,20.015056610107422,263.3894958496094,8.487353324890137,16.22901725769043,0.0005000000237487257
18,401.39190673828125,12.17990779876709,20.034557342529297,283.76898193359375,9.002902030944824,16.845190048217773,0.0005000000237487257
19,399.341552734375,12.150826454162598,19.983301162719727,261.8446350097656,8.505457878112793,16.18134307861328,0.0005000000237487257
20,397.4779968261719,12.109387397766113,19.93663215637207,269.12579345703125,8.765887260437012,16.404783248901367,0.0005000000237487257
21,395.7673034667969,12.106629371643066,19.893680572509766,262.170166015625,8.524649620056152,16.191390991210938,0.0005000000237487257
22,393.06561279296875,12.061296463012695,19.825653076171875,269.17608642578125,8.595417976379395,16.40631103515625,0.0005000000237487257
23,389.08392333984375,12.006082534790039,19.724977493286133,262.9292907714844,8.538043975830078,16.214811325073242,0.0002500000118743628
24,389.8697814941406,12.003918647766113,19.74488639831543,263.495361328125,8.535151481628418,16.232257843017578,0.0002500000118743628
25,388.06390380859375,11.943764686584473,19.699106216430664,262.9603576660156,8.517205238342285,16.21576690673828,0.0002500000118743628
