epoch,loss,mae,rmse,val_loss,val_mae,val_rmse,learning_rate
1,3286.231201171875,31.50518035888672,57.325618743896484,487.0915222167969,10.131077766418457,22.07006072998047,0.0010000000474974513
2,569.6903686523438,14.728065490722656,23.868078231811523,360.82916259765625,9.118440628051758,18.995380401611328,0.0010000000474974513
3,520.4932861328125,13.89193344116211,22.814226150512695,332.273193359375,9.038482666015625,18.228225708007812,0.0010000000474974513
4,502.1019287109375,13.524203300476074,22.40751838684082,330.38494873046875,9.232186317443848,18.17635154724121,0.0010000000474974513
5,490.7917785644531,13.287073135375977,22.153697967529297,327.5125427246094,9.612922668457031,18.09715461730957,0.0010000000474974513
6,483.5586853027344,13.193609237670898,21.989837646484375,315.7203369140625,9.063505172729492,17.768360137939453,0.0010000000474974513
7,477.2109069824219,13.073617935180664,21.845022201538086,306.65570068359375,8.983322143554688,17.51141929626465,0.0010000000474974513
8,469.73602294921875,13.013997077941895,21.673261642456055,298.8752136230469,9.009581565856934,17.287830352783203,0.0010000000474974513
9,467.1425476074219,12.956748962402344,21.613346099853516,298.7394104003906,8.888672828674316,17.283897399902344,0.0010000000474974513
10,465.9735412597656,12.94406795501709,21.586271286010742,291.0267028808594,8.715250015258789,17.059310913085938,0.0010000000474974513
11,462.00048828125,12.877943992614746,21.49403953552246,304.0265197753906,8.897961616516113,17.436159133911133,0.0010000000474974513
12,455.0450439453125,12.78699016571045,21.331623077392578,301.59246826171875,9.232071876525879,17.3662109375,0.0010000000474974513
13,453.7648620605469,12.776694297790527,21.301586151123047,294.9947814941406,8.788670539855957,17.17519760131836,0.0010000000474974513
14,446.470703125,12.618509292602539,21.129684448242188,305.0028381347656,9.126182556152344,17.4641170501709,0.0005000000237487257
15,444.803466796875,12.57551097869873,21.090179443359375,294.5469665527344,8.69920825958252,17.16214942932129,0.0005000000237487257
16,444.3131103515625,12.571921348571777,21.07854652404785,297.1667175292969,8.914634704589844,17.238298416137695,0.0005000000237487257
